image_path,original_filename,class_id,x_center,y_center,width,height,modified_name,new_path
banana_dataset\train\images\musa-acuminata-overripe-9f64fbab-1d0a-11ec-ac0a-d8c4975e38aa_jpg.rf.f9a0e5247e41f48669af2f6b93e88091.jpg,musa-acuminata-overripe-9f64fbab-1d0a-11ec-ac0a-d8c4975e38aa_jpg.rf.f9a0e5247e41f48669af2f6b93e88091.jpg,0,0.4947916666666667,0.4263888888888889,0.94375,0.4527777777777778,img_16.jpg,processed_images\class_0\img_16.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f64fbac-1d0a-11ec-8a23-d8c4975e38aa_jpg.rf.f9127d0e70c2c72a3cabc79fcd049d67.jpg,musa-acuminata-overripe-9f64fbac-1d0a-11ec-8a23-d8c4975e38aa_jpg.rf.f9127d0e70c2c72a3cabc79fcd049d67.jpg,0,0.4989583333333333,0.4069444444444444,0.9979166666666668,0.625,img_17.jpg,processed_images\class_0\img_17.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f7348b0-1d0a-11ec-ba65-d8c4975e38aa_jpg.rf.81a8e567b435f83cf26c443fbfdb3138.jpg,musa-acuminata-overripe-9f7348b0-1d0a-11ec-ba65-d8c4975e38aa_jpg.rf.81a8e567b435f83cf26c443fbfdb3138.jpg,0,0.5072916666666667,0.5861111111111111,0.91875,0.6888888888888889,img_18.jpg,processed_images\class_0\img_18.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f75aacd-1d0a-11ec-b32f-d8c4975e38aa_jpg.rf.b1157f7670c5b3263495a46738398732.jpg,musa-acuminata-overripe-9f75aacd-1d0a-11ec-b32f-d8c4975e38aa_jpg.rf.b1157f7670c5b3263495a46738398732.jpg,0,0.4989583333333333,0.5111111111111111,0.9979166666666668,0.9722222222222222,img_19.jpg,processed_images\class_0\img_19.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f75aace-1d0a-11ec-9cfe-d8c4975e38aa_jpg.rf.0d92625b6166d0a6468b5d4315156724.jpg,musa-acuminata-overripe-9f75aace-1d0a-11ec-9cfe-d8c4975e38aa_jpg.rf.0d92625b6166d0a6468b5d4315156724.jpg,0,0.5104166666666666,0.5888888888888889,0.8916666666666667,0.6166666666666667,img_20.jpg,processed_images\class_0\img_20.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f7f3374-1d0a-11ec-a1d7-d8c4975e38aa_jpg.rf.7175e5e1521b4a89bf8719ff25135a27.jpg,musa-acuminata-overripe-9f7f3374-1d0a-11ec-a1d7-d8c4975e38aa_jpg.rf.7175e5e1521b4a89bf8719ff25135a27.jpg,0,0.4989583333333333,0.5666666666666667,0.9979166666666668,0.8611111111111112,img_21.jpg,processed_images\class_0\img_21.jpg
banana_dataset\train\images\musa-acuminata-overripe-9f88bc16-1d0a-11ec-ad54-d8c4975e38aa_jpg.rf.11913f7c4aa4817248e5b728c10eee91.jpg,musa-acuminata-overripe-9f88bc16-1d0a-11ec-ad54-d8c4975e38aa_jpg.rf.11913f7c4aa4817248e5b728c10eee91.jpg,0,0.509375,0.6027777777777777,0.8729166666666667,0.6166666666666667,img_22.jpg,processed_images\class_0\img_22.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fa091b7-1d0a-11ec-b03d-d8c4975e38aa_jpg.rf.893771b36538880bbe40ef2854f78fe7.jpg,musa-acuminata-overripe-9fa091b7-1d0a-11ec-b03d-d8c4975e38aa_jpg.rf.893771b36538880bbe40ef2854f78fe7.jpg,0,0.4989583333333333,0.5166666666666667,0.9979166666666668,0.9611111111111112,img_23.jpg,processed_images\class_0\img_23.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fb140b3-1d0a-11ec-84bb-d8c4975e38aa_jpg.rf.8a349bd74601e095cc10d3e508b1341e.jpg,musa-acuminata-overripe-9fb140b3-1d0a-11ec-84bb-d8c4975e38aa_jpg.rf.8a349bd74601e095cc10d3e508b1341e.jpg,0,0.4989583333333333,0.6125,0.9979166666666668,0.6194444444444445,img_24.jpg,processed_images\class_0\img_24.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fbac956-1d0a-11ec-a490-d8c4975e38aa_jpg.rf.4da4a765becd84c72ea7f46810090994.jpg,musa-acuminata-overripe-9fbac956-1d0a-11ec-a490-d8c4975e38aa_jpg.rf.4da4a765becd84c72ea7f46810090994.jpg,0,0.4947916666666667,0.4763888888888888,0.8354166666666667,0.7916666666666666,img_25.jpg,processed_images\class_0\img_25.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fc45210-1d0a-11ec-b02b-d8c4975e38aa_jpg.rf.6002bd03e27a84d4912686f7bafc02bb.jpg,musa-acuminata-overripe-9fc45210-1d0a-11ec-b02b-d8c4975e38aa_jpg.rf.6002bd03e27a84d4912686f7bafc02bb.jpg,0,0.5135416666666667,0.5902777777777778,0.8895833333333333,0.6194444444444445,img_26.jpg,processed_images\class_0\img_26.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fc6b422-1d0a-11ec-8c09-d8c4975e38aa_jpg.rf.f16d9bb48f1abcb68fd5c2b38e1529c1.jpg,musa-acuminata-overripe-9fc6b422-1d0a-11ec-8c09-d8c4975e38aa_jpg.rf.f16d9bb48f1abcb68fd5c2b38e1529c1.jpg,0,0.5135416666666667,0.5013888888888889,0.5729166666666666,0.7916666666666666,img_27.jpg,processed_images\class_0\img_27.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fc6b423-1d0a-11ec-be97-d8c4975e38aa_jpg.rf.3749170b4692fd935778ff73609673ac.jpg,musa-acuminata-overripe-9fc6b423-1d0a-11ec-be97-d8c4975e38aa_jpg.rf.3749170b4692fd935778ff73609673ac.jpg,0,0.4833333333333333,0.5819444444444445,0.8875,0.5972222222222222,img_28.jpg,processed_images\class_0\img_28.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fc91643-1d0a-11ec-a10a-d8c4975e38aa_jpg.rf.6215e478060f28342bd7e1034f01b354.jpg,musa-acuminata-overripe-9fc91643-1d0a-11ec-a10a-d8c4975e38aa_jpg.rf.6215e478060f28342bd7e1034f01b354.jpg,0,0.5135416666666667,0.4027777777777778,0.8895833333333333,0.6222222222222222,img_29.jpg,processed_images\class_0\img_29.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fcb79a2-1d0a-11ec-b226-d8c4975e38aa_jpg.rf.154029ca7a6485ae952dcfd5ebd782d4.jpg,musa-acuminata-overripe-9fcb79a2-1d0a-11ec-b226-d8c4975e38aa_jpg.rf.154029ca7a6485ae952dcfd5ebd782d4.jpg,0,0.5145833333333333,0.5791666666666667,0.8875,0.5972222222222222,img_30.jpg,processed_images\class_0\img_30.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fcb79a3-1d0a-11ec-82bb-d8c4975e38aa_jpg.rf.b4183b462fa4a0d8fac6260b41294df8.jpg,musa-acuminata-overripe-9fcb79a3-1d0a-11ec-82bb-d8c4975e38aa_jpg.rf.b4183b462fa4a0d8fac6260b41294df8.jpg,0,0.5145833333333333,0.5805555555555556,0.8875,0.6,img_31.jpg,processed_images\class_0\img_31.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fd29ed5-1d0a-11ec-81da-d8c4975e38aa_jpg.rf.5d14681759f4c77f2545a4ad487b960e.jpg,musa-acuminata-overripe-9fd29ed5-1d0a-11ec-81da-d8c4975e38aa_jpg.rf.5d14681759f4c77f2545a4ad487b960e.jpg,0,0.5145833333333333,0.5,0.5875,1.0,img_32.jpg,processed_images\class_0\img_32.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fdc2775-1d0a-11ec-b4b0-d8c4975e38aa_jpg.rf.15a7a7fe1a693043d923ccece9fca0a4.jpg,musa-acuminata-overripe-9fdc2775-1d0a-11ec-b4b0-d8c4975e38aa_jpg.rf.15a7a7fe1a693043d923ccece9fca0a4.jpg,0,0.5135416666666667,0.5902777777777778,0.8895833333333333,0.6194444444444445,img_33.jpg,processed_images\class_0\img_33.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fdc2776-1d0a-11ec-ac01-d8c4975e38aa_jpg.rf.e4d23192f73ed0881b46caba2c03f3f6.jpg,musa-acuminata-overripe-9fdc2776-1d0a-11ec-ac01-d8c4975e38aa_jpg.rf.e4d23192f73ed0881b46caba2c03f3f6.jpg,0,0.5,0.6986111111111111,1.0,0.6027777777777777,img_34.jpg,processed_images\class_0\img_34.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fde8aec-1d0a-11ec-9023-d8c4975e38aa_jpg.rf.b903937af08ba209270d7c202f5881e8.jpg,musa-acuminata-overripe-9fde8aec-1d0a-11ec-9023-d8c4975e38aa_jpg.rf.b903937af08ba209270d7c202f5881e8.jpg,0,0.515625,0.5638888888888889,0.8854166666666666,0.6388888888888888,img_35.jpg,processed_images\class_0\img_35.jpg
banana_dataset\train\images\musa-acuminata-overripe-9ffb2393-1d0a-11ec-a175-d8c4975e38aa_jpg.rf.0021e5a0b6a6e90f0f66a8540ae1cb02.jpg,musa-acuminata-overripe-9ffb2393-1d0a-11ec-a175-d8c4975e38aa_jpg.rf.0021e5a0b6a6e90f0f66a8540ae1cb02.jpg,0,0.5104166666666666,0.4444444444444444,0.9375,0.5777777777777777,img_36.jpg,processed_images\class_0\img_36.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fffe7de-1d0a-11ec-818c-d8c4975e38aa_jpg.rf.cd702d0c5045f8c0e2097feb06c3a77a.jpg,musa-acuminata-overripe-9fffe7de-1d0a-11ec-818c-d8c4975e38aa_jpg.rf.cd702d0c5045f8c0e2097feb06c3a77a.jpg,0,0.5,0.4152777777777778,1.0,0.4972222222222222,img_37.jpg,processed_images\class_0\img_37.jpg
banana_dataset\train\images\musa-acuminata-overripe-9fffe7df-1d0a-11ec-b86d-d8c4975e38aa_jpg.rf.08605d63fd1f4f2e24be857d067aff5a.jpg,musa-acuminata-overripe-9fffe7df-1d0a-11ec-b86d-d8c4975e38aa_jpg.rf.08605d63fd1f4f2e24be857d067aff5a.jpg,0,0.490625,0.4736111111111111,0.81875,0.6805555555555556,img_38.jpg,processed_images\class_0\img_38.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0260a6c-1d0a-11ec-a6e7-d8c4975e38aa_jpg.rf.128da1fe6c2763025b54f0ceb71914cf.jpg,musa-acuminata-overripe-a0260a6c-1d0a-11ec-a6e7-d8c4975e38aa_jpg.rf.128da1fe6c2763025b54f0ceb71914cf.jpg,0,0.459375,0.5444444444444444,0.5145833333333333,0.8444444444444444,img_39.jpg,processed_images\class_0\img_39.jpg
banana_dataset\train\images\musa-acuminata-overripe-a02d3279-1d0a-11ec-b1b1-d8c4975e38aa_jpg.rf.15a2a36485e793ddc76b8597084b50a6.jpg,musa-acuminata-overripe-a02d3279-1d0a-11ec-b1b1-d8c4975e38aa_jpg.rf.15a2a36485e793ddc76b8597084b50a6.jpg,0,0.4989583333333333,0.4708333333333333,0.9979166666666668,0.8583333333333333,img_40.jpg,processed_images\class_0\img_40.jpg
banana_dataset\train\images\musa-acuminata-overripe-a031f698-1d0a-11ec-ad27-d8c4975e38aa_jpg.rf.127f40964511214278e6561870542427.jpg,musa-acuminata-overripe-a031f698-1d0a-11ec-ad27-d8c4975e38aa_jpg.rf.127f40964511214278e6561870542427.jpg,0,0.459375,0.4527777777777778,0.7895833333333333,0.9055555555555556,img_41.jpg,processed_images\class_0\img_41.jpg
banana_dataset\train\images\musa-acuminata-overripe-a03b7f40-1d0a-11ec-bdf0-d8c4975e38aa_jpg.rf.edcc2cb54e61b9cd2fb7436d18c3bb2c.jpg,musa-acuminata-overripe-a03b7f40-1d0a-11ec-bdf0-d8c4975e38aa_jpg.rf.edcc2cb54e61b9cd2fb7436d18c3bb2c.jpg,0,0.5010416666666667,0.3888888888888889,0.9979166666666668,0.6,img_42.jpg,processed_images\class_0\img_42.jpg
banana_dataset\train\images\musa-acuminata-overripe-a03ddfe3-1d0a-11ec-9901-d8c4975e38aa_jpg.rf.12c9493c07030aef043c533d6fb3b1d7.jpg,musa-acuminata-overripe-a03ddfe3-1d0a-11ec-9901-d8c4975e38aa_jpg.rf.12c9493c07030aef043c533d6fb3b1d7.jpg,0,0.496875,0.4652777777777778,0.9270833333333334,0.6083333333333333,img_43.jpg,processed_images\class_0\img_43.jpg
banana_dataset\train\images\musa-acuminata-overripe-a047689d-1d0a-11ec-a420-d8c4975e38aa_jpg.rf.d0734f9b6acbe1e9b7d55c92faa3d488.jpg,musa-acuminata-overripe-a047689d-1d0a-11ec-a420-d8c4975e38aa_jpg.rf.d0734f9b6acbe1e9b7d55c92faa3d488.jpg,0,0.4989583333333333,0.4736111111111111,0.9979166666666668,0.6361111111111111,img_44.jpg,processed_images\class_0\img_44.jpg
banana_dataset\train\images\musa-acuminata-overripe-a05a79cf-1d0a-11ec-ae0c-d8c4975e38aa_jpg.rf.db79b844082a20be07217d2ad91117ba.jpg,musa-acuminata-overripe-a05a79cf-1d0a-11ec-ae0c-d8c4975e38aa_jpg.rf.db79b844082a20be07217d2ad91117ba.jpg,0,0.525,0.625,0.9291666666666668,0.6722222222222223,img_45.jpg,processed_images\class_0\img_45.jpg
banana_dataset\train\images\musa-acuminata-overripe-a05cdca5-1d0a-11ec-af73-d8c4975e38aa_jpg.rf.7d7bb078c60ade44ea60f146871400e9.jpg,musa-acuminata-overripe-a05cdca5-1d0a-11ec-af73-d8c4975e38aa_jpg.rf.7d7bb078c60ade44ea60f146871400e9.jpg,0,0.5020833333333333,0.8083333333333333,0.9958333333333332,0.3833333333333333,img_46.jpg,processed_images\class_0\img_46.jpg
banana_dataset\train\images\musa-acuminata-overripe-a05f3f72-1d0a-11ec-8b01-d8c4975e38aa_jpg.rf.97af4797bcda606580f9100a9ef68b6e.jpg,musa-acuminata-overripe-a05f3f72-1d0a-11ec-8b01-d8c4975e38aa_jpg.rf.97af4797bcda606580f9100a9ef68b6e.jpg,0,0.5229166666666667,0.5777777777777777,0.9083333333333332,0.6833333333333333,img_47.jpg,processed_images\class_0\img_47.jpg
banana_dataset\train\images\musa-acuminata-overripe-a068c6c7-1d0a-11ec-9f70-d8c4975e38aa_jpg.rf.87c73f064ba1fcb64c5816f3705e2a0d.jpg,musa-acuminata-overripe-a068c6c7-1d0a-11ec-9f70-d8c4975e38aa_jpg.rf.87c73f064ba1fcb64c5816f3705e2a0d.jpg,0,0.5072916666666667,0.6027777777777777,0.98125,0.7888888888888889,img_48.jpg,processed_images\class_0\img_48.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0724f83-1d0a-11ec-be5e-d8c4975e38aa_jpg.rf.e4c29ab558b3b81dc07f202f0bf97356.jpg,musa-acuminata-overripe-a0724f83-1d0a-11ec-be5e-d8c4975e38aa_jpg.rf.e4c29ab558b3b81dc07f202f0bf97356.jpg,0,0.5166666666666667,0.5972222222222222,0.875,0.6666666666666666,img_49.jpg,processed_images\class_0\img_49.jpg
banana_dataset\train\images\musa-acuminata-overripe-a082fe74-1d0a-11ec-9dfb-d8c4975e38aa_jpg.rf.212375ecfc45f91d5861ae1956ea28dc.jpg,musa-acuminata-overripe-a082fe74-1d0a-11ec-9dfb-d8c4975e38aa_jpg.rf.212375ecfc45f91d5861ae1956ea28dc.jpg,0,0.5197916666666667,0.6263888888888889,0.8770833333333333,0.6472222222222223,img_50.jpg,processed_images\class_0\img_50.jpg
banana_dataset\train\images\musa-acuminata-overripe-a082fe75-1d0a-11ec-a4de-d8c4975e38aa_jpg.rf.7d6d98def7933874b1cedd465f5cd67c.jpg,musa-acuminata-overripe-a082fe75-1d0a-11ec-a4de-d8c4975e38aa_jpg.rf.7d6d98def7933874b1cedd465f5cd67c.jpg,0,0.4989583333333333,0.5777777777777777,0.9979166666666668,0.8388888888888889,img_51.jpg,processed_images\class_0\img_51.jpg
banana_dataset\train\images\musa-acuminata-overripe-a087c2ca-1d0a-11ec-b51b-d8c4975e38aa_jpg.rf.8ca3d9d50019666198100a2994ad31cb.jpg,musa-acuminata-overripe-a087c2ca-1d0a-11ec-b51b-d8c4975e38aa_jpg.rf.8ca3d9d50019666198100a2994ad31cb.jpg,0,0.4833333333333333,0.5361111111111111,0.5416666666666666,0.7777777777777778,img_52.jpg,processed_images\class_0\img_52.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0914b67-1d0a-11ec-8c84-d8c4975e38aa_jpg.rf.b96146a2ae1c9e4fcaeceffb53c8d949.jpg,musa-acuminata-overripe-a0914b67-1d0a-11ec-8c84-d8c4975e38aa_jpg.rf.b96146a2ae1c9e4fcaeceffb53c8d949.jpg,0,0.4989583333333333,0.6166666666666667,0.9979166666666668,0.6388888888888888,img_53.jpg,processed_images\class_0\img_53.jpg
banana_dataset\train\images\musa-acuminata-overripe-a09ad418-1d0a-11ec-8221-d8c4975e38aa_jpg.rf.1d52dfaf2c0c62015f0446bf8177c21f.jpg,musa-acuminata-overripe-a09ad418-1d0a-11ec-8221-d8c4975e38aa_jpg.rf.1d52dfaf2c0c62015f0446bf8177c21f.jpg,0,0.4822916666666667,0.4986111111111111,0.50625,0.9972222222222222,img_54.jpg,processed_images\class_0\img_54.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0a6becc-1d0a-11ec-88b4-d8c4975e38aa_jpg.rf.8e735766bea9e01192261c199ce3063c.jpg,musa-acuminata-overripe-a0a6becc-1d0a-11ec-88b4-d8c4975e38aa_jpg.rf.8e735766bea9e01192261c199ce3063c.jpg,0,0.5229166666666667,0.4861111111111111,0.9291666666666668,0.4111111111111111,img_55.jpg,processed_images\class_0\img_55.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0ab8327-1d0a-11ec-9875-d8c4975e38aa_jpg.rf.df5901994c5ca15d0262a3d9856592f3.jpg,musa-acuminata-overripe-a0ab8327-1d0a-11ec-9875-d8c4975e38aa_jpg.rf.df5901994c5ca15d0262a3d9856592f3.jpg,0,0.5270833333333333,0.5194444444444445,0.7125,0.5666666666666667,img_56.jpg,processed_images\class_0\img_56.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0ade544-1d0a-11ec-a4e5-d8c4975e38aa_jpg.rf.9f8e75cd99be55f19bca7fa5c3e76239.jpg,musa-acuminata-overripe-a0ade544-1d0a-11ec-a4e5-d8c4975e38aa_jpg.rf.9f8e75cd99be55f19bca7fa5c3e76239.jpg,0,0.475,0.4847222222222222,0.9291666666666668,0.4083333333333333,img_57.jpg,processed_images\class_0\img_57.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0ade545-1d0a-11ec-8b60-d8c4975e38aa_jpg.rf.fbd7764e1904bd7f1f270c3357290da4.jpg,musa-acuminata-overripe-a0ade545-1d0a-11ec-8b60-d8c4975e38aa_jpg.rf.fbd7764e1904bd7f1f270c3357290da4.jpg,0,0.5229166666666667,0.5069444444444444,0.9291666666666668,0.4138888888888888,img_58.jpg,processed_images\class_0\img_58.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0b2a993-1d0a-11ec-8702-d8c4975e38aa_jpg.rf.310601db410c1c4785244fd8f0c445e3.jpg,musa-acuminata-overripe-a0b2a993-1d0a-11ec-8702-d8c4975e38aa_jpg.rf.310601db410c1c4785244fd8f0c445e3.jpg,0,0.5229166666666667,0.4847222222222222,0.9291666666666668,0.4083333333333333,img_59.jpg,processed_images\class_0\img_59.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0b50bc2-1d0a-11ec-8f2a-d8c4975e38aa_jpg.rf.a0dcc561f69c5e000b0dddeb52b8ddff.jpg,musa-acuminata-overripe-a0b50bc2-1d0a-11ec-8f2a-d8c4975e38aa_jpg.rf.a0dcc561f69c5e000b0dddeb52b8ddff.jpg,0,0.5229166666666667,0.4847222222222222,0.9291666666666668,0.4083333333333333,img_60.jpg,processed_images\class_0\img_60.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0b50bc3-1d0a-11ec-8007-d8c4975e38aa_jpg.rf.47588a4aa280075dcdedda87833485d5.jpg,musa-acuminata-overripe-a0b50bc3-1d0a-11ec-8007-d8c4975e38aa_jpg.rf.47588a4aa280075dcdedda87833485d5.jpg,0,0.4989583333333333,0.4722222222222222,0.9979166666666668,0.5333333333333333,img_61.jpg,processed_images\class_0\img_61.jpg
banana_dataset\train\images\musa-acuminata-overripe-a0be946c-1d0a-11ec-b866-d8c4975e38aa_jpg.rf.14cf0fc4110eea8c6df89a1ed568025b.jpg,musa-acuminata-overripe-a0be946c-1d0a-11ec-b866-d8c4975e38aa_jpg.rf.14cf0fc4110eea8c6df89a1ed568025b.jpg,0,0.4947916666666667,0.4986111111111111,0.3145833333333333,0.9972222222222222,img_62.jpg,processed_images\class_0\img_62.jpg
